itemid,scheduleid,section,section_schedule_name
7103828,14947,Drinks,DS23 Cafe Sunstream Lunch and Dinner MO
6706199,14910,Drinks,DS23 Cafe Sunstream Lunch and Dinner MO
6706199,14947,Drinks,DS23 Cafe Sunstream Lunch and Dinner MO
6993002,14910,Drinks,DS23 Cafe Sunstream Lunch and Dinner MO
6993002,14947,Drinks,DS23 Cafe Sunstream Lunch and Dinner MO
6204201,14910,Pastries and Baked Goods,DS23 Cafe Sunstream Lunch and Dinner MO
6204201,14947,Pastries and Baked Goods,DS23 Cafe Sunstream Lunch and Dinner MO
6204214,14910,Pastries and Baked Goods,DS23 Cafe Sunstream Lunch and Dinner MO
6204214,14947,Pastries and Baked Goods,DS23 Cafe Sunstream Lunch and Dinner MO
6204210,14910,Pastries and Baked Goods,DS23 Cafe Sunstream Lunch and Dinner MO
6204210,14947,Pastries and Baked Goods,DS23 Cafe Sunstream Lunch and Dinner MO
6204202,14910,Pastries and Baked Goods,DS23 Cafe Sunstream Lunch and Dinner MO
6204202,14947,Pastries and Baked Goods,DS23 Cafe Sunstream Lunch and Dinner MO
6204217,14910,Pastries and Baked Goods,DS23 Cafe Sunstream Lunch and Dinner MO
6204217,14947,Pastries and Baked Goods,DS23 Cafe Sunstream Lunch and Dinner MO
6204208,14910,Pastries and Baked Goods,DS23 Cafe Sunstream Lunch and Dinner MO
6204208,14947,Pastries and Baked Goods,DS23 Cafe Sunstream Lunch and Dinner MO
6204215,14910,Pastries and Baked Goods,DS23 Cafe Sunstream Lunch and Dinner MO
6204215,14947,Pastries and Baked Goods,DS23 Cafe Sunstream Lunch and Dinner MO
7750440,14910,Pastries and Baked Goods,DS23 Cafe Sunstream Lunch and Dinner MO
7750440,14947,Pastries and Baked Goods,DS23 Cafe Sunstream Lunch and Dinner MO
7750441,14910,Pastries and Baked Goods,DS23 Cafe Sunstream Lunch and Dinner MO
7750441,14947,Pastries and Baked Goods,DS23 Cafe Sunstream Lunch and Dinner MO
6204207,14910,Pastries and Baked Goods,DS23 Cafe Sunstream Lunch and Dinner MO
6204207,14947,Pastries and Baked Goods,DS23 Cafe Sunstream Lunch and Dinner MO
6204209,14910,Pastries and Baked Goods,DS23 Cafe Sunstream Lunch and Dinner MO
6204209,14947,Pastries and Baked Goods,DS23 Cafe Sunstream Lunch and Dinner MO
6204212,14910,Pastries and Baked Goods,DS23 Cafe Sunstream Lunch and Dinner MO
6204212,14947,Pastries and Baked Goods,DS23 Cafe Sunstream Lunch and Dinner MO
6204213,14910,Pastries and Baked Goods,DS23 Cafe Sunstream Lunch and Dinner MO
6204213,14947,Pastries and Baked Goods,DS23 Cafe Sunstream Lunch and Dinner MO
6204216,14910,Pastries and Baked Goods,DS23 Cafe Sunstream Lunch and Dinner MO
6204216,14947,Pastries and Baked Goods,DS23 Cafe Sunstream Lunch and Dinner MO
6204204,14910,Pastries and Baked Goods,DS23 Cafe Sunstream Lunch and Dinner MO
6204204,14947,Pastries and Baked Goods,DS23 Cafe Sunstream Lunch and Dinner MO
6204205,14910,Pastries and Baked Goods,DS23 Cafe Sunstream Lunch and Dinner MO
6204205,14947,Pastries and Baked Goods,DS23 Cafe Sunstream Lunch and Dinner MO
6204206,14910,Pastries and Baked Goods,DS23 Cafe Sunstream Lunch and Dinner MO
6204206,14947,Pastries and Baked Goods,DS23 Cafe Sunstream Lunch and Dinner MO
6204200,14910,Pastries and Baked Goods,DS23 Cafe Sunstream Lunch and Dinner MO
6204200,14947,Pastries and Baked Goods,DS23 Cafe Sunstream Lunch and Dinner MO
6204203,14910,Pastries and Baked Goods,DS23 Cafe Sunstream Lunch and Dinner MO
6204203,14947,Pastries and Baked Goods,DS23 Cafe Sunstream Lunch and Dinner MO
8291818,14910,Cafe Dessert,DS23 Cafe Sunstream Lunch and Dinner MO
8291818,14947,Cafe Dessert,DS23 Cafe Sunstream Lunch and Dinner MO
8291819,14910,Cafe Dessert,DS23 Cafe Sunstream Lunch and Dinner MO
8291819,14947,Cafe Dessert,DS23 Cafe Sunstream Lunch and Dinner MO
8291820,14910,Cafe Dessert,DS23 Cafe Sunstream Lunch and Dinner MO
8291820,14947,Cafe Dessert,DS23 Cafe Sunstream Lunch and Dinner MO
8643881,14910,Cafe Dessert,DS23 Cafe Sunstream Lunch and Dinner MO
8643881,14947,Cafe Dessert,DS23 Cafe Sunstream Lunch and Dinner MO
8643882,14910,Cafe Dessert,DS23 Cafe Sunstream Lunch and Dinner MO
8643882,14947,Cafe Dessert,DS23 Cafe Sunstream Lunch and Dinner MO
8691740,14910,Cafe Dessert,DS23 Cafe Sunstream Lunch and Dinner MO
8691740,14947,Cafe Dessert,DS23 Cafe Sunstream Lunch and Dinner MO
8691741,14910,Cafe Dessert,DS23 Cafe Sunstream Lunch and Dinner MO
8691741,14947,Cafe Dessert,DS23 Cafe Sunstream Lunch and Dinner MO
8691742,14910,Cafe Dessert,DS23 Cafe Sunstream Lunch and Dinner MO
8691742,14947,Cafe Dessert,DS23 Cafe Sunstream Lunch and Dinner MO
8691743,14910,Cafe Dessert,DS23 Cafe Sunstream Lunch and Dinner MO
8691743,14947,Cafe Dessert,DS23 Cafe Sunstream Lunch and Dinner MO
8691920,14910,Cafe Dessert,DS23 Cafe Sunstream Lunch and Dinner MO
8691920,14947,Cafe Dessert,DS23 Cafe Sunstream Lunch and Dinner MO
8728643,14910,Cafe Dessert,DS23 Cafe Sunstream Lunch and Dinner MO
8728643,14947,Cafe Dessert,DS23 Cafe Sunstream Lunch and Dinner MO
8728644,14910,Cafe Dessert,DS23 Cafe Sunstream Lunch and Dinner MO
8728644,14947,Cafe Dessert,DS23 Cafe Sunstream Lunch and Dinner MO
8756977,14910,Cafe Dessert,DS23 Cafe Sunstream Lunch and Dinner MO
8756977,14947,Cafe Dessert,DS23 Cafe Sunstream Lunch and Dinner MO
6204173,14910,Breakfast Grab n Go,DS23 Cafe Sunstream Lunch and Dinner MO
6204173,14947,Breakfast Grab n Go,DS23 Cafe Sunstream Lunch and Dinner MO
6204174,14910,Breakfast Grab n Go,DS23 Cafe Sunstream Lunch and Dinner MO
6204174,14947,Breakfast Grab n Go,DS23 Cafe Sunstream Lunch and Dinner MO
6204176,14910,Breakfast Grab n Go,DS23 Cafe Sunstream Lunch and Dinner MO
6204176,14947,Breakfast Grab n Go,DS23 Cafe Sunstream Lunch and Dinner MO
6204178,14910,Breakfast Grab n Go,DS23 Cafe Sunstream Lunch and Dinner MO
6204178,14947,Breakfast Grab n Go,DS23 Cafe Sunstream Lunch and Dinner MO
6204179,14910,Breakfast Grab n Go,DS23 Cafe Sunstream Lunch and Dinner MO
6204179,14947,Breakfast Grab n Go,DS23 Cafe Sunstream Lunch and Dinner MO
8438172,14910,Breakfast Grab n Go,DS23 Cafe Sunstream Lunch and Dinner MO
8438172,14947,Breakfast Grab n Go,DS23 Cafe Sunstream Lunch and Dinner MO
8438173,14910,Breakfast Grab n Go,DS23 Cafe Sunstream Lunch and Dinner MO
8438173,14947,Breakfast Grab n Go,DS23 Cafe Sunstream Lunch and Dinner MO
8484459,14910,Breakfast Grab n Go,DS23 Cafe Sunstream Lunch and Dinner MO
8484459,14947,Breakfast Grab n Go,DS23 Cafe Sunstream Lunch and Dinner MO
6204172,14910,Breakfast Grab n Go,DS23 Cafe Sunstream Lunch and Dinner MO
6204172,14947,Breakfast Grab n Go,DS23 Cafe Sunstream Lunch and Dinner MO
6204175,14910,Breakfast Grab n Go,DS23 Cafe Sunstream Lunch and Dinner MO
6204175,14947,Breakfast Grab n Go,DS23 Cafe Sunstream Lunch and Dinner MO
6204177,14910,Breakfast Grab n Go,DS23 Cafe Sunstream Lunch and Dinner MO
6204177,14947,Breakfast Grab n Go,DS23 Cafe Sunstream Lunch and Dinner MO
6204219,14910,Lunch Grab n Go,DS23 Cafe Sunstream Lunch and Dinner MO
6204224,14910,Lunch Grab n Go,DS23 Cafe Sunstream Lunch and Dinner MO
6204220,14910,Lunch Grab n Go,DS23 Cafe Sunstream Lunch and Dinner MO
6204221,14910,Lunch Grab n Go,DS23 Cafe Sunstream Lunch and Dinner MO
6204223,14910,Lunch Grab n Go,DS23 Cafe Sunstream Lunch and Dinner MO
6204225,14910,Lunch Grab n Go,DS23 Cafe Sunstream Lunch and Dinner MO
6204169,14910,Fruit and Fruit Cup,DS23 Cafe Sunstream Lunch and Dinner MO
6204169,14947,Fruit and Fruit Cup,DS23 Cafe Sunstream Lunch and Dinner MO
6204170,14910,Fruit and Fruit Cup,DS23 Cafe Sunstream Lunch and Dinner MO
6204170,14947,Fruit and Fruit Cup,DS23 Cafe Sunstream Lunch and Dinner MO
8773393,14910,Fruit and Fruit Cup,DS23 Cafe Sunstream Lunch and Dinner MO
8773393,14947,Fruit and Fruit Cup,DS23 Cafe Sunstream Lunch and Dinner MO
6204171,14910,Fruit and Fruit Cup,DS23 Cafe Sunstream Lunch and Dinner MO
6204171,14947,Fruit and Fruit Cup,DS23 Cafe Sunstream Lunch and Dinner MO
