itemid,name,description,price_base,price_display,cover_picture_url,calories,fat_g,protein_g,carb_g,fiber_g,sugar_g,cholesterol_mg,sodium_mg,section,section_schedule_name,section_scheduleids,item_scheduleids,manual_online_datetime,currently_available
8621610,Grilled Portobello Mushroom,portobello mushroom / marinara sauce / fresh herbs / mirepoix / polenta / grilled rappini,1369,1369,,0,0,0,0,0,0,0,0,Simply Oasis Dinner,,[14963],[],,False
8628892,Beef Stroganoff,sliced top sirloin / onions / mushrooms / tomatoes / garlic / parsley / beef broth / rice milk / corn starch / gluten free pasta / steamed broccoli,1779,1779,,0,0,0,0,0,0,0,0,Simply Oasis Dinner,,[14963],[],2025-05-15 11:00:00,False
8628893,Beyond Meatball Marinara,Napa cabbage / Beyond Meat / onion / garlic / tomato sauce / mixed root salad,1359,1359,,0,0,0,0,0,0,0,0,Simply Oasis Dinner,,[14963],[],,False
8640449,Cauliflower Steak with Salsa Verde,roasted cauliflower /  salsa verde (olive oil / garlic / onion / parsley / oregano / red wine vinegar / chilies) / roasted Brussels Sprouts / polenta,1469,1469,,0,0,0,0,0,0,0,0,Simply Oasis Dinner,,[14963],[],2025-03-03 12:00:00,False
8642469,Side of Steamed Rice,,399,399,,0,0,0,0,0,0,0,0,Simply Oasis Dinner,,[14963],[],2025-05-15 11:00:00,True
7338545,Coffee Rubbed Baby Back Ribs,slow cooked pork ribs / coffee / spices / tamari / vinegar / ketchup / roasted tri-color cauliflower / jasmine rice,1679,1679,,0,0,0,0,0,0,0,0,Simply Oasis Lunch,,[14950],[],,False
8000703,Ratatouille,eggplant / zucchini / squash / tomato / bell pepper / onion / fresh basil / olive oil / roasted fingerling potatoes / grilled carrots,1379,1379,,0,0,0,0,0,0,0,0,Simply Oasis Lunch,,[14950],[],,False
8621582,Grilled Pork Chops with Apple Chutney,pork tenderloin / apples / cinnamon / allspice / apple cider / vinegar / sugar / rappini / olive oil / duck fat / Yukon gold potatoes / citrus / rice pilaf / side salad,1589,1589,,0,0,0,0,0,0,0,0,Simply Oasis Lunch,,[14950],[],,False
8621583,Grilled Portobello with Apple Chutney,portobello mushrooms / apples / cinnamon / allspice / apple cider / vinegar / sugar / rappini / olive oil / duck fat / Yukon gold potatoes / citrus / rice pilaf / side salad,1469,1469,,0,0,0,0,0,0,0,0,Simply Oasis Lunch,,[14950],[],,False
8621585,Coffee Rubbed Maitake Mushrooms,maitake mushrooms / coffee / spices / tamari / vinegar / ketchup / roasted tri-color cauliflower / jasmine rice,1379,1379,,0,0,0,0,0,0,0,0,Simply Oasis Lunch,,[14950],[],,False
6216742,Coq au Vin,chicken quarters / red wine / mushrooms / garlic / fresh herbs / bacon / carrot / shallot / salt / black pepper / chicken broth / corn starch / roasted fingerling potatoes / grilled carrots,1579,1579,,0,0,0,0,0,0,0,0,Simply Oasis Lunch,,[14950],[],,False
6234444,Chicken Marsala,Mary's Chicken breast / onions / mushrooms / marsala wine / chicken broth / corn starch / sweet potato mash / cauliflower florets,1479,1479,,0,0,0,0,0,0,0,0,Simply Oasis Lunch,,[14950],[],2025-02-28 12:00:00,False
6234445,Portobello Mushroom and Chimichurri,portobello mushroom / parsley / oregano / chilies / vinegar / olive oil / garlic / sweet potato mash / cauliflower florets,1379,1379,,0,0,0,0,0,0,0,0,Simply Oasis Lunch,,[14950],[],,False
6252337,Huli Huli Chicken,grilled chicken thighs / soy / brown sugar / garlic / onion / tropical slaw / pineapple rice,1579,1579,,0,0,0,0,0,0,0,0,Simply Oasis Lunch,,[14950],[],,True
6252336,Fried Plantain with Jack Fruit,fried plantain cups / braised jack fruit / fresh herbs / tropical slaw / pineapple rice,1479,1479,,0,0,0,0,0,0,0,0,Simply Oasis Lunch,,[14950],[],,True
