restaurant,itemid,option_group,max_select,value,value_price_c
mobileorderprodapi.transactcampus.com,7550520,Sauce Options,50,Caramel Sauce,94
mobileorderprodapi.transactcampus.com,7550520,Sauce Options,50,Dark Chocolate,94
mobileorderprodapi.transactcampus.com,7550520,Sauce Options,50,White Chocolate,94
mobileorderprodapi.transactcampus.com,7550520,Add-ons,1,1 Espresso Shot,116
mobileorderprodapi.transactcampus.com,7550520,Add-ons,1,2 Espresso Shots,232
mobileorderprodapi.transactcampus.com,7550520,Whipped Cream,1,Whipped Cream,0
mobileorderprodapi.transactcampus.com,6171224,Drink Size,1,Tall,385
mobileorderprodapi.transactcampus.com,6171224,Drink Size,1,Grande,575
mobileorderprodapi.transactcampus.com,6171224,Drink Size,1,Venti,595
mobileorderprodapi.transactcampus.com,6171224,Syrup Options,2,Strawberry Syrup,94
mobileorderprodapi.transactcampus.com,6171224,Syrup Options,2,Classic Syrup,94
mobileorderprodapi.transactcampus.com,6171224,Syrup Options,2,Lavender,94
mobileorderprodapi.transactcampus.com,6171224,Syrup Options,2,Raspberry,94
mobileorderprodapi.transactcampus.com,6171224,Syrup Options,2,Mango,94
mobileorderprodapi.transactcampus.com,6171224,Syrup Options,2,Peach,94
mobileorderprodapi.transactcampus.com,6171224,Syrup Options,2,Passion Fruit Syrup,94
mobileorderprodapi.transactcampus.com,6171224,Syrup Options,2,Coconut Syrup,94
mobileorderprodapi.transactcampus.com,6171224,Syrup Options,2,Mojito Mix Syrup,94
mobileorderprodapi.transactcampus.com,6171224,Syrup Options,2,Guava,94
mobileorderprodapi.transactcampus.com,6171224,Syrup Options,2,Lime Syrup,94
mobileorderprodapi.transactcampus.com,7103827,Decaf Option,1,Caffeinated,0
mobileorderprodapi.transactcampus.com,7103827,Decaf Option,1,Decaf,0
mobileorderprodapi.transactcampus.com,7103827,Drink Size,1,Grande,580
mobileorderprodapi.transactcampus.com,7103827,Drink Size,1,Tall,550
mobileorderprodapi.transactcampus.com,7103827,Drink Size,1,Venti,610
mobileorderprodapi.transactcampus.com,7103827,Temperature options,1,Iced,0
mobileorderprodapi.transactcampus.com,7103827,Temperature options,1,Hot,0
mobileorderprodapi.transactcampus.com,7103827,Milk Options,1,Low fat Milk,0
mobileorderprodapi.transactcampus.com,7103827,Milk Options,1,Nonfat Milk,0
mobileorderprodapi.transactcampus.com,7103827,Milk Options,1,Whole Milk,0
mobileorderprodapi.transactcampus.com,7103827,Milk Options,1,Soy Milk,70
mobileorderprodapi.transactcampus.com,7103827,Milk Options,1,Oat Milk,70
mobileorderprodapi.transactcampus.com,7103827,Milk Options,1,Almond Milk,70
mobileorderprodapi.transactcampus.com,7103827,Milk Options,1,Coconut Milk,70
mobileorderprodapi.transactcampus.com,7103827,Add-ons,1,1 Espresso Shot,116
mobileorderprodapi.transactcampus.com,7103827,Add-ons,1,2 Espresso Shots,232
mobileorderprodapi.transactcampus.com,8656406,Decaf Option,1,Caffeinated,0
mobileorderprodapi.transactcampus.com,8656406,Decaf Option,1,Decaf,0
mobileorderprodapi.transactcampus.com,8656406,Drink Size,1,Tall,570
mobileorderprodapi.transactcampus.com,8656406,Drink Size,1,Grande,615
mobileorderprodapi.transactcampus.com,8656406,Drink Size,1,Venti,645
mobileorderprodapi.transactcampus.com,8656406,Temperature options,1,Iced,0
mobileorderprodapi.transactcampus.com,8656406,Temperature options,1,Hot,0
mobileorderprodapi.transactcampus.com,8656406,Milk Options,1,Low fat Milk,0
mobileorderprodapi.transactcampus.com,8656406,Milk Options,1,Nonfat Milk,0
mobileorderprodapi.transactcampus.com,8656406,Milk Options,1,Whole Milk,0
mobileorderprodapi.transactcampus.com,8656406,Milk Options,1,Soy Milk,70
mobileorderprodapi.transactcampus.com,8656406,Milk Options,1,Oat Milk,70
mobileorderprodapi.transactcampus.com,8656406,Milk Options,1,Almond Milk,70
mobileorderprodapi.transactcampus.com,8656406,Milk Options,1,Coconut Milk,70
mobileorderprodapi.transactcampus.com,8656406,Add-ons,1,1 Espresso Shot,116
mobileorderprodapi.transactcampus.com,8656406,Add-ons,1,2 Espresso Shots,232
mobileorderprodapi.transactcampus.com,8656406,Whipped Cream,1,Whipped Cream,0
mobileorderprodapi.transactcampus.com,8656407,Decaf Option,1,Caffeinated,0
mobileorderprodapi.transactcampus.com,8656407,Decaf Option,1,Decaf,0
mobileorderprodapi.transactcampus.com,8656407,Drink Size,1,Tall,570
mobileorderprodapi.transactcampus.com,8656407,Drink Size,1,Grande,615
mobileorderprodapi.transactcampus.com,8656407,Drink Size,1,Venti,645
mobileorderprodapi.transactcampus.com,8656407,Temperature options,1,Iced,0
mobileorderprodapi.transactcampus.com,8656407,Temperature options,1,Hot,0
mobileorderprodapi.transactcampus.com,8656407,Milk Options,1,Low fat Milk,0
mobileorderprodapi.transactcampus.com,8656407,Milk Options,1,Nonfat Milk,0
mobileorderprodapi.transactcampus.com,8656407,Milk Options,1,Whole Milk,0
mobileorderprodapi.transactcampus.com,8656407,Milk Options,1,Soy Milk,70
mobileorderprodapi.transactcampus.com,8656407,Milk Options,1,Oat Milk,70
mobileorderprodapi.transactcampus.com,8656407,Milk Options,1,Almond Milk,70
mobileorderprodapi.transactcampus.com,8656407,Milk Options,1,Coconut Milk,70
mobileorderprodapi.transactcampus.com,8656407,Add-ons,1,1 Espresso Shot,116
mobileorderprodapi.transactcampus.com,8656407,Add-ons,1,2 Espresso Shots,232
mobileorderprodapi.transactcampus.com,8656407,Whipped Cream,1,Whipped Cream,0
mobileorderprodapi.transactcampus.com,6993000,Drink Size,1,Tall,455
mobileorderprodapi.transactcampus.com,6993000,Drink Size,1,Grande,505
mobileorderprodapi.transactcampus.com,6993000,Drink Size,1,Venti,555
mobileorderprodapi.transactcampus.com,6993000,Lemonade Tea Options,1,Black Tea,0
mobileorderprodapi.transactcampus.com,6993000,Lemonade Tea Options,1,Green Tea,0
mobileorderprodapi.transactcampus.com,6993000,Lemonade Tea Options,1,Passion Tea,0
mobileorderprodapi.transactcampus.com,6993000,Syrup Options,2,Strawberry Syrup,94
mobileorderprodapi.transactcampus.com,6993000,Syrup Options,2,Classic Syrup,94
mobileorderprodapi.transactcampus.com,6993000,Syrup Options,2,Lavender,94
mobileorderprodapi.transactcampus.com,6993000,Syrup Options,2,Raspberry,94
mobileorderprodapi.transactcampus.com,6993000,Syrup Options,2,Mango,94
mobileorderprodapi.transactcampus.com,6993000,Syrup Options,2,Peach,94
mobileorderprodapi.transactcampus.com,6993000,Syrup Options,2,Passion Fruit Syrup,94
mobileorderprodapi.transactcampus.com,6993000,Syrup Options,2,Coconut Syrup,94
mobileorderprodapi.transactcampus.com,6993000,Syrup Options,2,Mojito Mix Syrup,94
mobileorderprodapi.transactcampus.com,6993000,Syrup Options,2,Guava,94
mobileorderprodapi.transactcampus.com,6993000,Syrup Options,2,Lime Syrup,94
mobileorderprodapi.transactcampus.com,8763276,Decaf Option,1,Caffeinated,0
mobileorderprodapi.transactcampus.com,8763276,Decaf Option,1,Decaf,0
mobileorderprodapi.transactcampus.com,8763276,Drink Size,1,Grande,625
mobileorderprodapi.transactcampus.com,8763276,Drink Size,1,Tall,575
mobileorderprodapi.transactcampus.com,8763276,Drink Size,1,Venti,675
mobileorderprodapi.transactcampus.com,8763276,Temperature options,1,Iced,0
mobileorderprodapi.transactcampus.com,8763276,Temperature options,1,Hot,0
mobileorderprodapi.transactcampus.com,8763276,Milk Options,1,Low fat Milk,0
mobileorderprodapi.transactcampus.com,8763276,Milk Options,1,Nonfat Milk,0
mobileorderprodapi.transactcampus.com,8763276,Milk Options,1,Whole Milk,0
mobileorderprodapi.transactcampus.com,8763276,Milk Options,1,Soy Milk,70
mobileorderprodapi.transactcampus.com,8763276,Milk Options,1,Oat Milk,70
mobileorderprodapi.transactcampus.com,8763276,Milk Options,1,Almond Milk,70
mobileorderprodapi.transactcampus.com,8763276,Milk Options,1,Coconut Milk,70
mobileorderprodapi.transactcampus.com,8763276,Whipped Cream,1,Whipped Cream,0
mobileorderprodapi.transactcampus.com,8763277,Decaf Option,1,Caffeinated,0
mobileorderprodapi.transactcampus.com,8763277,Decaf Option,1,Decaf,0
mobileorderprodapi.transactcampus.com,8763277,Drink Size,1,Grande,625
mobileorderprodapi.transactcampus.com,8763277,Drink Size,1,Tall,575
mobileorderprodapi.transactcampus.com,8763277,Drink Size,1,Venti,675
mobileorderprodapi.transactcampus.com,8763277,Temperature options,1,Iced,0
mobileorderprodapi.transactcampus.com,8763277,Temperature options,1,Hot,0
mobileorderprodapi.transactcampus.com,8763277,Milk Options,1,Low fat Milk,0
mobileorderprodapi.transactcampus.com,8763277,Milk Options,1,Nonfat Milk,0
mobileorderprodapi.transactcampus.com,8763277,Milk Options,1,Whole Milk,0
mobileorderprodapi.transactcampus.com,8763277,Milk Options,1,Soy Milk,70
mobileorderprodapi.transactcampus.com,8763277,Milk Options,1,Oat Milk,70
mobileorderprodapi.transactcampus.com,8763277,Milk Options,1,Almond Milk,70
mobileorderprodapi.transactcampus.com,8763277,Milk Options,1,Coconut Milk,70
mobileorderprodapi.transactcampus.com,8763277,Whipped Cream,1,Whipped Cream,0
mobileorderprodapi.transactcampus.com,8763278,Decaf Option,1,Caffeinated,0
mobileorderprodapi.transactcampus.com,8763278,Decaf Option,1,Decaf,0
mobileorderprodapi.transactcampus.com,8763278,Drink Size,1,Grande,625
mobileorderprodapi.transactcampus.com,8763278,Drink Size,1,Tall,575
mobileorderprodapi.transactcampus.com,8763278,Drink Size,1,Venti,675
mobileorderprodapi.transactcampus.com,8763278,Temperature options,1,Iced,0
mobileorderprodapi.transactcampus.com,8763278,Temperature options,1,Hot,0
mobileorderprodapi.transactcampus.com,8763278,Milk Options,1,Low fat Milk,0
mobileorderprodapi.transactcampus.com,8763278,Milk Options,1,Nonfat Milk,0
mobileorderprodapi.transactcampus.com,8763278,Milk Options,1,Whole Milk,0
mobileorderprodapi.transactcampus.com,8763278,Milk Options,1,Soy Milk,70
mobileorderprodapi.transactcampus.com,8763278,Milk Options,1,Oat Milk,70
mobileorderprodapi.transactcampus.com,8763278,Milk Options,1,Almond Milk,70
mobileorderprodapi.transactcampus.com,8763278,Milk Options,1,Coconut Milk,70
mobileorderprodapi.transactcampus.com,8763278,Whipped Cream,1,Whipped Cream,0
mobileorderprodapi.transactcampus.com,8339743,Size,1,Medium,580
mobileorderprodapi.transactcampus.com,8339743,Size,1,Tall,550
mobileorderprodapi.transactcampus.com,8339743,Size,1,Venti,610
mobileorderprodapi.transactcampus.com,8339743,Temperature options,1,Iced,0
mobileorderprodapi.transactcampus.com,8339743,Temperature options,1,Hot,0
mobileorderprodapi.transactcampus.com,8339743,Milk Options,1,Low fat Milk,0
mobileorderprodapi.transactcampus.com,8339743,Milk Options,1,Nonfat Milk,0
mobileorderprodapi.transactcampus.com,8339743,Milk Options,1,Whole Milk,0
mobileorderprodapi.transactcampus.com,8339743,Milk Options,1,Soy Milk,70
mobileorderprodapi.transactcampus.com,8339743,Milk Options,1,Oat Milk,70
mobileorderprodapi.transactcampus.com,8339743,Milk Options,1,Almond Milk,70
mobileorderprodapi.transactcampus.com,8339743,Milk Options,1,Coconut Milk,70
mobileorderprodapi.transactcampus.com,6171204,Toasted Options,1,Not Toasted,0
mobileorderprodapi.transactcampus.com,6171204,Toasted Options,1,Toasted,0
mobileorderprodapi.transactcampus.com,6171207,Toasted Options,1,Not Toasted,0
mobileorderprodapi.transactcampus.com,6171207,Toasted Options,1,Toasted,0
mobileorderprodapi.transactcampus.com,6171209,Toasted Options,1,Not Toasted,0
mobileorderprodapi.transactcampus.com,6171209,Toasted Options,1,Toasted,0
mobileorderprodapi.transactcampus.com,6171240,Bagel Options,1,Everything Bagel,0
mobileorderprodapi.transactcampus.com,6171240,Bagel Options,1,Plain Bagel,0
mobileorderprodapi.transactcampus.com,6171240,Bagel Options,1,Blueberry,0
mobileorderprodapi.transactcampus.com,6171240,Bagel Options,1,Jalapeno,0
mobileorderprodapi.transactcampus.com,6171240,Toasted Options,1,Not Toasted,0
mobileorderprodapi.transactcampus.com,6171240,Toasted Options,1,Toasted,0
mobileorderprodapi.transactcampus.com,6171240,Extra PC Cream Cheese,50,Extra PC Cream Cheese,95
mobileorderprodapi.transactcampus.com,6171249,Donut Options,1,Chocolate Donut,0
mobileorderprodapi.transactcampus.com,6171249,Donut Options,1,Glazed Donut,0
mobileorderprodapi.transactcampus.com,6171249,Donut Options,1,Old Fashion Donut,0
mobileorderprodapi.transactcampus.com,6171241,Bagel Options,1,Everything Bagel,0
mobileorderprodapi.transactcampus.com,6171241,Bagel Options,1,Plain Bagel,0
mobileorderprodapi.transactcampus.com,6171241,Bagel Options,1,Blueberry,0
mobileorderprodapi.transactcampus.com,6171241,Bagel Options,1,Jalapeno,0
mobileorderprodapi.transactcampus.com,6171241,Toasted Options,1,Not Toasted,0
mobileorderprodapi.transactcampus.com,6171241,Toasted Options,1,Toasted,0
mobileorderprodapi.transactcampus.com,6171251,Toasted Options,1,Not Toasted,0
mobileorderprodapi.transactcampus.com,6171251,Toasted Options,1,Toasted,0
mobileorderprodapi.transactcampus.com,6171252,Toasted Options,1,Not Toasted,0
mobileorderprodapi.transactcampus.com,6171252,Toasted Options,1,Toasted,0
mobileorderprodapi.transactcampus.com,6171253,Toasted Options,1,Not Toasted,0
mobileorderprodapi.transactcampus.com,6171253,Toasted Options,1,Toasted,0
mobileorderprodapi.transactcampus.com,6171253,Options,1,Raspberry,0
mobileorderprodapi.transactcampus.com,6171253,Options,1,Blueberry,0
mobileorderprodapi.transactcampus.com,6171253,Options,1,Chocolate Chip,0
mobileorderprodapi.transactcampus.com,6171255,Toasted Options,1,Not Toasted,0
mobileorderprodapi.transactcampus.com,6171255,Toasted Options,1,Toasted,0
mobileorderprodapi.transactcampus.com,6171256,Toasted Options,1,Not Toasted,0
mobileorderprodapi.transactcampus.com,6171256,Toasted Options,1,Toasted,0
mobileorderprodapi.transactcampus.com,6171256,Options,50,Citrus,0
mobileorderprodapi.transactcampus.com,6171256,Options,50,Chocolate Vanilla Marble,0
mobileorderprodapi.transactcampus.com,6171256,Options,50,Banana with Chocolate Chips,0
mobileorderprodapi.transactcampus.com,6171239,Toasted Options,1,Not Toasted,0
mobileorderprodapi.transactcampus.com,6171239,Toasted Options,1,Toasted,0
mobileorderprodapi.transactcampus.com,6171242,Toasted Options,1,Not Toasted,0
mobileorderprodapi.transactcampus.com,6171242,Toasted Options,1,Toasted,0
mobileorderprodapi.transactcampus.com,6171243,Toasted Options,1,Not Toasted,0
mobileorderprodapi.transactcampus.com,6171243,Toasted Options,1,Toasted,0
mobileorderprodapi.transactcampus.com,6171244,Toasted Options,1,Not Toasted,0
mobileorderprodapi.transactcampus.com,6171244,Toasted Options,1,Toasted,0
mobileorderprodapi.transactcampus.com,6171245,Toasted Options,1,Not Toasted,0
mobileorderprodapi.transactcampus.com,6171245,Toasted Options,1,Toasted,0
mobileorderprodapi.transactcampus.com,6171246,Toasted Options,1,Not Toasted,0
mobileorderprodapi.transactcampus.com,6171246,Toasted Options,1,Toasted,0
mobileorderprodapi.transactcampus.com,6171246,Options,1,Chocolate Chip,0
mobileorderprodapi.transactcampus.com,6171246,Options,1,Double Chocolate,0
mobileorderprodapi.transactcampus.com,6171246,Options,1,Oatmeal Raisin,0
mobileorderprodapi.transactcampus.com,6171246,Options,1,Snickerdoodle,0
mobileorderprodapi.transactcampus.com,6171248,Toasted Options,1,Not Toasted,0
mobileorderprodapi.transactcampus.com,6171248,Toasted Options,1,Toasted,0
mobileorderprodapi.transactcampus.com,6171203,Whole Fruit Options,1,Apple,0
mobileorderprodapi.transactcampus.com,6171203,Whole Fruit Options,1,Banana,0
mobileorderprodapi.transactcampus.com,6171203,Whole Fruit Options,1,Orange,0
mobileorderprodapi.transactcampus.com,6265557,Toasted Options,1,Not Toasted,0
mobileorderprodapi.transactcampus.com,6265557,Toasted Options,1,Toasted,0
mobileorderprodapi.transactcampus.com,6265558,Toasted Options,1,Not Toasted,0
mobileorderprodapi.transactcampus.com,6265558,Toasted Options,1,Toasted,0
mobileorderprodapi.transactcampus.com,6265560,Toasted Options,1,Not Toasted,0
mobileorderprodapi.transactcampus.com,6265560,Toasted Options,1,Toasted,0
mobileorderprodapi.transactcampus.com,6265562,Toasted Options,1,Not Toasted,0
mobileorderprodapi.transactcampus.com,6265562,Toasted Options,1,Toasted,0
mobileorderprodapi.transactcampus.com,6216732,Cheese Options,1,American Cheese,0
mobileorderprodapi.transactcampus.com,6216732,Cheese Options,1,Cheddar Cheese,0
mobileorderprodapi.transactcampus.com,6216732,Cheese Options,1,Pepper Jack Cheese,0
mobileorderprodapi.transactcampus.com,6216732,Cheese Options,1,Provolone,0
mobileorderprodapi.transactcampus.com,6216732,Cheese Options,1,Swiss Cheese,0
mobileorderprodapi.transactcampus.com,6216732,Add-ons,1,Add-on bacon,279
mobileorderprodapi.transactcampus.com,6216732,Add-ons,1,No Bacon,0
mobileorderprodapi.transactcampus.com,6216726,A la cart,1,Grilled chicken breast,599
mobileorderprodapi.transactcampus.com,6216726,A la cart,1,Grilled Salmon Filet,915
mobileorderprodapi.transactcampus.com,6216726,A la cart,1,Side of steamed brown rice,399
mobileorderprodapi.transactcampus.com,6216726,A la cart,1,Side of Steamed Vegetables,399
mobileorderprodapi.transactcampus.com,6216726,A la cart,1,Single Beef Patty,455
mobileorderprodapi.transactcampus.com,6216728,Bun Options,1,Hamburger Bun,0
mobileorderprodapi.transactcampus.com,6216728,Bun Options,1,Lettuce wrap,0
mobileorderprodapi.transactcampus.com,6216728,Bun Options,1,Gluten free,0
mobileorderprodapi.transactcampus.com,6216728,Bun Options,1,Vegan Ciabatta Bun,0
mobileorderprodapi.transactcampus.com,6216728,Protein,1,Double beef patties,200
mobileorderprodapi.transactcampus.com,6216728,Protein,1,Single beef patty,0
mobileorderprodapi.transactcampus.com,6216728,Protein,1,Grilled chicken breast,0
mobileorderprodapi.transactcampus.com,6216728,Protein,1,Beyond patty (vegetarian),0
mobileorderprodapi.transactcampus.com,6216728,Cheese Options,1,American Cheese,0
mobileorderprodapi.transactcampus.com,6216728,Cheese Options,1,Cheddar Cheese,0
mobileorderprodapi.transactcampus.com,6216728,Cheese Options,1,Pepper Jack Cheese,0
mobileorderprodapi.transactcampus.com,6216728,Cheese Options,1,Provolone,0
mobileorderprodapi.transactcampus.com,6216728,Cheese Options,1,Swiss Cheese,0
mobileorderprodapi.transactcampus.com,6216728,Add-ons,1,Add-on bacon,279
mobileorderprodapi.transactcampus.com,6216728,Add-ons,1,No Bacon,0
mobileorderprodapi.transactcampus.com,6216727,Bun Options,1,Hamburger Bun,0
mobileorderprodapi.transactcampus.com,6216727,Bun Options,1,Lettuce wrap,0
mobileorderprodapi.transactcampus.com,6216727,Bun Options,1,Gluten free,0
mobileorderprodapi.transactcampus.com,6216727,Bun Options,1,Vegan Ciabatta Bun,0
mobileorderprodapi.transactcampus.com,6216727,Combo Fries Options,1,Curly Fries,100
mobileorderprodapi.transactcampus.com,6216727,Combo Fries Options,1,French Fries,0
mobileorderprodapi.transactcampus.com,6216727,Combo Fries Options,1,Sweet Potato Fries,100
mobileorderprodapi.transactcampus.com,6216731,Fries Options,1,French fries,399
mobileorderprodapi.transactcampus.com,6216731,Fries Options,1,Curly fries,465
mobileorderprodapi.transactcampus.com,6216731,Fries Options,1,Sweet Potato Fries,465
mobileorderprodapi.transactcampus.com,6216733,Bun Options,1,Hamburger Bun,0
mobileorderprodapi.transactcampus.com,6216733,Bun Options,1,Lettuce wrap,0
mobileorderprodapi.transactcampus.com,6216733,Bun Options,1,Gluten free,0
mobileorderprodapi.transactcampus.com,6216733,Bun Options,1,Vegan Ciabatta Bun,0
mobileorderprodapi.transactcampus.com,6216729,Bun Options,1,Hamburger Bun,0
mobileorderprodapi.transactcampus.com,6216729,Bun Options,1,Lettuce wrap,0
mobileorderprodapi.transactcampus.com,6216729,Bun Options,1,Gluten free,0
mobileorderprodapi.transactcampus.com,6216729,Bun Options,1,Vegan Ciabatta Bun,0
mobileorderprodapi.transactcampus.com,6216729,Combo Fries Options,1,Curly Fries,100
mobileorderprodapi.transactcampus.com,6216729,Combo Fries Options,1,French Fries,0
mobileorderprodapi.transactcampus.com,6216729,Combo Fries Options,1,Sweet Potato Fries,100
mobileorderprodapi.transactcampus.com,6317253,Bun Options,1,Hamburger Bun,0
mobileorderprodapi.transactcampus.com,6317253,Bun Options,1,Lettuce wrap,0
mobileorderprodapi.transactcampus.com,6317253,Bun Options,1,Gluten free,0
mobileorderprodapi.transactcampus.com,6317253,Bun Options,1,Vegan Ciabatta Bun,0
mobileorderprodapi.transactcampus.com,7884438,BYO Burger Bun GF,1,GF Bun,0
mobileorderprodapi.transactcampus.com,7884438,BYO Burger Bun GF,1,Lettuce Wrap,0
mobileorderprodapi.transactcampus.com,7884438,Protein,1,Double beef patties,200
mobileorderprodapi.transactcampus.com,7884438,Protein,1,Single beef patty,0
mobileorderprodapi.transactcampus.com,7884438,Protein,1,Grilled chicken breast,0
mobileorderprodapi.transactcampus.com,7884438,Protein,1,Beyond patty (vegetarian),0
mobileorderprodapi.transactcampus.com,7884438,Cheese Options,1,American Cheese,0
mobileorderprodapi.transactcampus.com,7884438,Cheese Options,1,Cheddar Cheese,0
mobileorderprodapi.transactcampus.com,7884438,Cheese Options,1,Pepper Jack Cheese,0
mobileorderprodapi.transactcampus.com,7884438,Cheese Options,1,Provolone,0
mobileorderprodapi.transactcampus.com,7884438,Cheese Options,1,Swiss Cheese,0
mobileorderprodapi.transactcampus.com,7884438,Add-ons,1,Add-on bacon,279
mobileorderprodapi.transactcampus.com,7884438,Add-ons,1,No Bacon,0
mobileorderprodapi.transactcampus.com,7256318,BYO Omelet or Scramble option,1,Omelet,0
mobileorderprodapi.transactcampus.com,7256318,BYO Omelet or Scramble option,1,Scramble,0
mobileorderprodapi.transactcampus.com,7256318,BYO Omelet or Scramble egg option,1,Cage Free Whole Egg,100
mobileorderprodapi.transactcampus.com,7256318,BYO Omelet or Scramble egg option,1,Regular,0
mobileorderprodapi.transactcampus.com,7256318,BYO Omelet or Scramble egg option,1,Egg White,0
mobileorderprodapi.transactcampus.com,7256318,BYO Omelet or Scramble egg option,1,Vegan Egg,0
mobileorderprodapi.transactcampus.com,7256318,BYO Omelet or Scramble protein options,1,Apple Chicken Sausage,0
mobileorderprodapi.transactcampus.com,7256318,BYO Omelet or Scramble protein options,1,Bacon,0
mobileorderprodapi.transactcampus.com,7256318,BYO Omelet or Scramble protein options,1,Chorizo,0
mobileorderprodapi.transactcampus.com,7256318,BYO Omelet or Scramble protein options,1,Ham,0
mobileorderprodapi.transactcampus.com,7256318,BYO Omelet or Scramble protein options,1,NO Protein,0
mobileorderprodapi.transactcampus.com,7256318,BYO Omelet or Scramble veggie options,4,Bell Peppers,0
mobileorderprodapi.transactcampus.com,7256318,BYO Omelet or Scramble veggie options,4,Mushroom,0
mobileorderprodapi.transactcampus.com,7256318,BYO Omelet or Scramble veggie options,4,Onions,0
mobileorderprodapi.transactcampus.com,7256318,BYO Omelet or Scramble veggie options,4,Spinach,0
mobileorderprodapi.transactcampus.com,7256318,BYO Omelet or Scramble veggie options,4,Tomato,0
mobileorderprodapi.transactcampus.com,7256318,BYO Omelet or Scramble cheese option,1,Cheese,0
mobileorderprodapi.transactcampus.com,7256318,BYO Omelet or Scramble cheese option,1,No Cheese,0
mobileorderprodapi.transactcampus.com,6199234,Options,1,Apple Chicken Sausage,0
mobileorderprodapi.transactcampus.com,6199234,Options,1,Bacon,0
mobileorderprodapi.transactcampus.com,6199224,Egg Options,1,Over Easy,0
mobileorderprodapi.transactcampus.com,6199224,Egg Options,1,Over Medium,0
mobileorderprodapi.transactcampus.com,6199224,Egg Options,1,Scramble,0
mobileorderprodapi.transactcampus.com,6199225,BYO Omelet or Scramble egg option,1,Cage Free Whole Egg,100
mobileorderprodapi.transactcampus.com,6199225,BYO Omelet or Scramble egg option,1,Regular,0
mobileorderprodapi.transactcampus.com,6199225,BYO Omelet or Scramble egg option,1,Egg White,0
mobileorderprodapi.transactcampus.com,6199225,BYO Omelet or Scramble egg option,1,Vegan Egg,0
mobileorderprodapi.transactcampus.com,6199226,BYO Omelet or Scramble egg option,1,Cage Free Whole Egg,100
mobileorderprodapi.transactcampus.com,6199226,BYO Omelet or Scramble egg option,1,Regular,0
mobileorderprodapi.transactcampus.com,6199226,BYO Omelet or Scramble egg option,1,Egg White,0
mobileorderprodapi.transactcampus.com,6199226,BYO Omelet or Scramble egg option,1,Vegan Egg,0
mobileorderprodapi.transactcampus.com,6199232,BYO Omelet or Scramble egg option,1,Cage Free Whole Egg,100
mobileorderprodapi.transactcampus.com,6199232,BYO Omelet or Scramble egg option,1,Regular,0
mobileorderprodapi.transactcampus.com,6199232,BYO Omelet or Scramble egg option,1,Egg White,0
mobileorderprodapi.transactcampus.com,6199232,BYO Omelet or Scramble egg option,1,Vegan Egg,0
mobileorderprodapi.transactcampus.com,8618897,Egg Options,1,Over Easy,0
mobileorderprodapi.transactcampus.com,8618897,Egg Options,1,Over Medium,0
mobileorderprodapi.transactcampus.com,8618897,Egg Options,1,Scramble,0
mobileorderprodapi.transactcampus.com,8618898,BYO Omelet or Scramble egg option,1,Cage Free Whole Egg,100
mobileorderprodapi.transactcampus.com,8618898,BYO Omelet or Scramble egg option,1,Regular,0
mobileorderprodapi.transactcampus.com,8618898,BYO Omelet or Scramble egg option,1,Egg White,0
mobileorderprodapi.transactcampus.com,8618898,BYO Omelet or Scramble egg option,1,Vegan Egg,0
mobileorderprodapi.transactcampus.com,8618899,BYO Omelet or Scramble egg option,1,Cage Free Whole Egg,100
mobileorderprodapi.transactcampus.com,8618899,BYO Omelet or Scramble egg option,1,Regular,0
mobileorderprodapi.transactcampus.com,8618899,BYO Omelet or Scramble egg option,1,Egg White,0
mobileorderprodapi.transactcampus.com,8618899,BYO Omelet or Scramble egg option,1,Vegan Egg,0
mobileorderprodapi.transactcampus.com,6204181,Drink Size,1,Tall,525
mobileorderprodapi.transactcampus.com,6204181,Drink Size,1,Grande,575
mobileorderprodapi.transactcampus.com,6204181,Drink Size,1,Venti,625
mobileorderprodapi.transactcampus.com,6204181,Decaf Option,1,Caffeinated,0
mobileorderprodapi.transactcampus.com,6204181,Temperature options,1,Iced,0
mobileorderprodapi.transactcampus.com,6204181,Temperature options,1,Hot,0
mobileorderprodapi.transactcampus.com,6204181,Milk Options,1,Low fat Milk,0
mobileorderprodapi.transactcampus.com,6204181,Milk Options,1,Nonfat Milk,0
mobileorderprodapi.transactcampus.com,6204181,Milk Options,1,Whole Milk,0
mobileorderprodapi.transactcampus.com,6204181,Milk Options,1,Soy Milk,70
mobileorderprodapi.transactcampus.com,6204181,Milk Options,1,Oat Milk,70
mobileorderprodapi.transactcampus.com,6204181,Milk Options,1,Almond Milk,70
mobileorderprodapi.transactcampus.com,6204181,Milk Options,1,Coconut Milk,70
mobileorderprodapi.transactcampus.com,6204181,Syrup Options,2,Vanilla Syrup,94
mobileorderprodapi.transactcampus.com,6204181,Syrup Options,2,Strawberry Syrup,94
mobileorderprodapi.transactcampus.com,6204181,Syrup Options,2,Sugar Free Vanilla Syrup,94
mobileorderprodapi.transactcampus.com,6204181,Syrup Options,2,Caramel Syrup,94
mobileorderprodapi.transactcampus.com,6204181,Syrup Options,2,Hazelnut Syrup,94
mobileorderprodapi.transactcampus.com,6204181,Syrup Options,2,Peppermint Syrup,94
mobileorderprodapi.transactcampus.com,6204181,Syrup Options,2,Toffee Nut Syrup,94
mobileorderprodapi.transactcampus.com,6204181,Syrup Options,2,Praline Syrup,94
mobileorderprodapi.transactcampus.com,6204181,Syrup Options,2,Lavender Syrup,94
