itemid,name,description,price_base,price_display,cover_picture_url,calories,fat_g,protein_g,carb_g,fiber_g,sugar_g,cholesterol_mg,sodium_mg,section,section_schedule_name,section_scheduleids,item_scheduleids,manual_online_datetime,currently_available
8624388,BYO Sundae,,899,899,,0,0,0,0,0,0,0,0,The Chefs Table Dinner,,[17292],[],,False
8624389,BYO Sundae,,899,899,,0,0,0,0,0,0,0,0,The Chefs Table Dinner,,[17292],[],2025-04-08 11:00:00,False
8624391,Mexican Fruit Cup,cubed fresh fruit / tropical fruit / chamoy / tajin,800,800,,0,0,0,0,0,0,0,0,The Chefs Table Dinner,,[17292],[],,False
8624392,Chocolate Fondue Plate,warm chocolate ganache/ strawberries/ bananas/ blackberries/pretzels/ pound cake/ oreo cookies/ marshmallows,895,895,,0,0,0,0,0,0,0,0,The Chefs Table Dinner,,[17292],[],2025-04-22 11:00:00,False
8624393,Dippin Dots,,650,650,,0,0,0,0,0,0,0,0,The Chefs Table Dinner,,[17292],[],,False
8624394,Black Sesame Cotton Cheesecake,,500,500,,0,0,0,0,0,0,0,0,The Chefs Table Dinner,,[17292],[],,True
8624395,Buko Pandan Salad,,600,600,,0,0,0,0,0,0,0,0,The Chefs Table Dinner,,[17292],[],,True
8624396,Spring Cooler,watermelon / lime /agave / orange syrup / strawberry sparkling water,599,599,,0,0,0,0,0,0,0,0,The Chefs Table Dinner,,[17292],[],2025-04-15 11:00:00,False
8750127,Purple Sweet Potato Haupia Pie,,500,500,,0,0,0,0,0,0,0,0,The Chefs Table Dinner,,[17292],[],,False
8750128,Coconut-Mango Cream Puff,,500,500,,0,0,0,0,0,0,0,0,The Chefs Table Dinner,,[17292],[],,True
8754483,Salted Caramel Chocolate Entremet,,400,400,,0,0,0,0,0,0,0,0,The Chefs Table Dinner,,[17292],[],2025-04-22 11:00:00,True
8759745,Chocolate Tart,,600,600,,0,0,0,0,0,0,0,0,The Chefs Table Dinner,,[17292],[],2025-05-13 11:00:00,False
8761710,Double Chocolate Cake with Honeycomb Crunch,,599,599,,0,0,0,0,0,0,0,0,The Chefs Table Dinner,,[17292],[],2025-04-22 11:00:00,False
6216773,BYO Korean Bibimbap,"choice of lamb kebab, tandoori chicken, grilled halloumi cheese or falafel with citrus aioli, bell peppers, olives, feta cheese, pickled onion, artichoke hearts, cucumbers, tomatoes, pita chips, lavash, naan, hummus, tzatziki, tabbouleh, lettuce, aru",1679,1679,,0,0,0,0,0,0,0,0,The Chefs Table Lunch,,[14965],[],2025-05-16 11:00:00,True
6216774,Noodle Station Lunch Special 2,,0,0,items/cover_item_4_4_2503_1700520063690.jpg,0,0,0,0,0,0,0,0,The Chefs Table Lunch,,[14965],[],,False
6230597,BYO Macro Bowl,choice of grilled flank steak / honey garlic shrimp / gochujang fried tofu with wheatberries / quinoa / brown rice / arugula / roasted broccoli & asparagus / butternut squash / tamari-kale  / avocado green-goddess dressing / creamy sesame-miso dressing,1539,1539,,0,0,0,0,0,0,0,0,The Chefs Table Lunch,,[14965],[],2024-01-09 12:00:00,False
6230598,BYO Dim Sum Bar,,1679,1679,items/cover_item_4_4_2666_1707681904055.jpg,0,0,0,0,0,0,0,0,The Chefs Table Lunch,,[14965],[],,False
6234383,The Wing Bar,fried chicken wings with choice of buffalo sauce / gochujang BBQ and sweet chili sauce with sides of potato chips / celery sticks / carrot sticks / ranch dressing / furikake / green onions / mixed greens,1569,1569,,0,0,0,0,0,0,0,0,The Chefs Table Lunch,,[14965],[],2025-04-02 11:00:00,False
6234384,Shanghai Lunch Combo,choice of veggie chow mein or fried rice / beef and broccoli / orange chicken / hoisin fried tofu / stir fried veggies / crispy spring rolls / green salad with sesame dressing,1550,1550,,0,0,0,0,0,0,0,0,The Chefs Table Lunch,,[14965],[],,False
6252307,Lunch Special 1 F,,0,0,items/cover_item_4_4_2503_1700520063690.jpg,0,0,0,0,0,0,0,0,The Chefs Table Lunch,,[14965],[],,False
6252308,Lunch Special 2 F,,0,0,items/cover_item_4_4_2503_1700520063690.jpg,0,0,0,0,0,0,0,0,The Chefs Table Lunch,,[14965],[],,False
8761708,The Chefs Table Lunch - Specials M 1,,0,0,,0,0,0,0,0,0,0,0,The Chefs Table Lunch,,[14965],[],,False
8761709,The Chefs Table Lunch - Specials M 2,,0,0,,0,0,0,0,0,0,0,0,The Chefs Table Lunch,,[14965],[],,False
